quarantine_id,order_id,source_batch,reason_code,raw_data,quarantined_at
119,O000702,2,inactive_product,"{""order_id"":""O000702"",""order_datetime"":""2026-04-02 20:37:00"",""customer_id"":""C0147"",""product_id"":""P034"",""quantity"":2,""unit_price"":530.09,""discount_pct"":0,""payment_method"":""Cash"",""sales_channel"":""Online"",""updated_at"":""2026-04-04 23:59:00"",""source_batch"":2}",2026-08-18T08:47:26.799532+00:00
120,O000679,2,invalid_order_datetime,"{""order_id"":""O000679"",""order_datetime"":""31\/02\/2026 10:00"",""customer_id"":""C0075"",""product_id"":""P040"",""quantity"":2,""unit_price"":1472.44,""discount_pct"":0,""payment_method"":""PromptPay"",""sales_channel"":""Online"",""updated_at"":""2026-04-04 23:59:00"",""source_batch"":2}",2026-08-18T08:47:26.799532+00:00
121,O000596,2,customer_not_found,"{""order_id"":""O000596"",""order_datetime"":""2026-03-31 05:33:00"",""customer_id"":""C9999"",""product_id"":""P036"",""quantity"":5,""unit_price"":220.86,""discount_pct"":0,""payment_method"":""Cash"",""sales_channel"":""Online"",""updated_at"":""2026-04-02 23:59:00"",""source_batch"":2}",2026-08-18T08:47:26.799532+00:00
122,O000530,2,inactive_product,"{""order_id"":""O000530"",""order_datetime"":""2026-03-25 09:36:00"",""customer_id"":""C0142"",""product_id"":""P017"",""quantity"":1,""unit_price"":1281.37,""discount_pct"":0,""payment_method"":""PromptPay"",""sales_channel"":""Online"",""updated_at"":""2026-03-27 23:59:00"",""source_batch"":2}",2026-08-18T08:47:26.799532+00:00
123,O000505,2,invalid_discount_pct,"{""order_id"":""O000505"",""order_datetime"":""2026-03-25 23:29:00"",""customer_id"":""C0154"",""product_id"":""P009"",""quantity"":4,""unit_price"":192.56,""discount_pct"":120,""payment_method"":""Cash"",""sales_channel"":""Marketplace"",""updated_at"":""2026-03-27 23:59:00"",""source_batch"":2}",2026-08-18T08:47:26.799532+00:00
124,O000445,2,invalid_quantity,"{""order_id"":""O000445"",""order_datetime"":""2026-03-24 01:46:00"",""customer_id"":""C0015"",""product_id"":""P039"",""quantity"":-2,""unit_price"":688.83,""discount_pct"":0,""payment_method"":""PromptPay"",""sales_channel"":""Store"",""updated_at"":""2026-03-26 23:59:00"",""source_batch"":2}",2026-08-18T08:47:26.799532+00:00
125,O000534,2,invalid_quantity,"{""order_id"":""O000534"",""order_datetime"":""2026-03-22 19:50:00"",""customer_id"":""C0044"",""product_id"":""P004"",""quantity"":-2,""unit_price"":1451.77,""discount_pct"":0,""payment_method"":""Bank Transfer"",""sales_channel"":""Online"",""updated_at"":""2026-03-24 23:59:00"",""source_batch"":2}",2026-08-18T08:47:26.799532+00:00
126,O000606,2,invalid_discount_pct,"{""order_id"":""O000606"",""order_datetime"":""2026-03-22 11:21:00"",""customer_id"":""C0125"",""product_id"":""P042"",""quantity"":6,""unit_price"":733.19,""discount_pct"":120,""payment_method"":""Credit Card"",""sales_channel"":""Store"",""updated_at"":""2026-03-24 23:59:00"",""source_batch"":2}",2026-08-18T08:47:26.799532+00:00
127,O000584,2,inactive_product,"{""order_id"":""O000584"",""order_datetime"":""2026-03-18 15:07:00"",""customer_id"":""C0114"",""product_id"":""P034"",""quantity"":3,""unit_price"":530.09,""discount_pct"":15,""payment_method"":""PromptPay"",""sales_channel"":""Online"",""updated_at"":""2026-03-20 23:59:00"",""source_batch"":2}",2026-08-18T08:47:26.799532+00:00
128,O000523,2,inactive_product,"{""order_id"":""O000523"",""order_datetime"":""2026-03-17 08:59:00"",""customer_id"":""C0080"",""product_id"":""P034"",""quantity"":2,""unit_price"":530.09,""discount_pct"":15,""payment_method"":""PromptPay"",""sales_channel"":""Store"",""updated_at"":""2026-03-19 23:59:00"",""source_batch"":2}",2026-08-18T08:47:26.799532+00:00
129,O000736,2,inactive_product,"{""order_id"":""O000736"",""order_datetime"":""2026-03-16 08:50:00"",""customer_id"":""C0022"",""product_id"":""P034"",""quantity"":3,""unit_price"":530.09,""discount_pct"":0,""payment_method"":""Credit Card"",""sales_channel"":""Online"",""updated_at"":""2026-03-18 23:59:00"",""source_batch"":2}",2026-08-18T08:47:26.799532+00:00
130,O000501,2,inactive_product,"{""order_id"":""O000501"",""order_datetime"":""2026-03-08 15:47:00"",""customer_id"":""C0165"",""product_id"":""P017"",""quantity"":3,""unit_price"":1281.37,""discount_pct"":15,""payment_method"":""Credit Card"",""sales_channel"":""Marketplace"",""updated_at"":""2026-03-10 23:59:00"",""source_batch"":2}",2026-08-18T08:47:26.799532+00:00
131,O000769,2,inactive_product,"{""order_id"":""O000769"",""order_datetime"":""2026-03-08 13:16:00"",""customer_id"":""C0079"",""product_id"":""P017"",""quantity"":5,""unit_price"":1281.37,""discount_pct"":15,""payment_method"":""PromptPay"",""sales_channel"":""Marketplace"",""updated_at"":""2026-03-10 23:59:00"",""source_batch"":2}",2026-08-18T08:47:26.799532+00:00
132,O000524,2,invalid_order_datetime,"{""order_id"":""O000524"",""order_datetime"":""not-a-date"",""customer_id"":""C0075"",""product_id"":""P009"",""quantity"":3,""unit_price"":192.56,""discount_pct"":0,""payment_method"":""Bank Transfer"",""sales_channel"":""Marketplace"",""updated_at"":""2026-03-08 23:59:00"",""source_batch"":2}",2026-08-18T08:47:26.799532+00:00
133,O000707,2,invalid_discount_pct,"{""order_id"":""O000707"",""order_datetime"":""2026-03-02 09:06:00"",""customer_id"":""C0079"",""product_id"":""P044"",""quantity"":2,""unit_price"":766,""discount_pct"":120,""payment_method"":""Bank Transfer"",""sales_channel"":""Store"",""updated_at"":""2026-03-04 23:59:00"",""source_batch"":2}",2026-08-18T08:47:26.799532+00:00
134,O000745,2,customer_not_found,"{""order_id"":""O000745"",""order_datetime"":""2026-02-22 01:04:00"",""customer_id"":""C9999"",""product_id"":""P021"",""quantity"":1,""unit_price"":1114.51,""discount_pct"":0,""payment_method"":""PromptPay"",""sales_channel"":""Marketplace"",""updated_at"":""2026-02-24 23:59:00"",""source_batch"":2}",2026-08-18T08:47:26.799532+00:00
135,O000808,2,invalid_discount_pct,"{""order_id"":""O000808"",""order_datetime"":""2026-02-20 13:39:00"",""customer_id"":""C0168"",""product_id"":""P008"",""quantity"":5,""unit_price"":292.37,""discount_pct"":120,""payment_method"":""Cash"",""sales_channel"":""Store"",""updated_at"":""2026-02-22 23:59:00"",""source_batch"":2}",2026-08-18T08:47:26.799532+00:00
136,O000642,2,product_not_found,"{""order_id"":""O000642"",""order_datetime"":""2026-02-17 10:10:00"",""customer_id"":""C0018"",""product_id"":""P999"",""quantity"":5,""unit_price"":979.4,""discount_pct"":5,""payment_method"":""Credit Card"",""sales_channel"":""Online"",""updated_at"":""2026-02-19 23:59:00"",""source_batch"":2}",2026-08-18T08:47:26.799532+00:00
137,O000545,2,inactive_product,"{""order_id"":""O000545"",""order_datetime"":""2026-02-17 20:39:00"",""customer_id"":""C0132"",""product_id"":""P017"",""quantity"":2,""unit_price"":1281.37,""discount_pct"":10,""payment_method"":""credit card"",""sales_channel"":""Marketplace"",""updated_at"":""2026-02-19 23:59:00"",""source_batch"":2}",2026-08-18T08:47:26.799532+00:00
138,O000447,2,customer_not_found,"{""order_id"":""O000447"",""order_datetime"":""2026-02-16 15:50:00"",""customer_id"":""C9999"",""product_id"":""P001"",""quantity"":4,""unit_price"":29.67,""discount_pct"":5,""payment_method"":""PromptPay"",""sales_channel"":""Online"",""updated_at"":""2026-02-18 23:59:00"",""source_batch"":2}",2026-08-18T08:47:26.799532+00:00
139,O000623,2,invalid_quantity,"{""order_id"":""O000623"",""order_datetime"":""2026-02-16 02:04:00"",""customer_id"":""C0086"",""product_id"":""P041"",""quantity"":-2,""unit_price"":1291.92,""discount_pct"":15,""payment_method"":""Credit Card"",""sales_channel"":""Online"",""updated_at"":""2026-02-18 23:59:00"",""source_batch"":2}",2026-08-18T08:47:26.799532+00:00
140,O000678,2,invalid_quantity,"{""order_id"":""O000678"",""order_datetime"":""2026-02-16 02:58:00"",""customer_id"":""C0137"",""product_id"":""P046"",""quantity"":""three"",""unit_price"":187.09,""discount_pct"":0,""payment_method"":""PromptPay"",""sales_channel"":""Store"",""updated_at"":""2026-02-18 23:59:00"",""source_batch"":2}",2026-08-18T08:47:26.799532+00:00
141,O000712,2,invalid_quantity,"{""order_id"":""O000712"",""order_datetime"":""2026-02-15 22:17:00"",""customer_id"":""C0026"",""product_id"":""P040"",""quantity"":-2,""unit_price"":1472.44,""discount_pct"":10,""payment_method"":""Bank Transfer"",""sales_channel"":""Store"",""updated_at"":""2026-02-17 23:59:00"",""source_batch"":2}",2026-08-18T08:47:26.799532+00:00
142,O000428,2,superseded_duplicate,"{""order_id"":""O000428"",""order_datetime"":""2026-04-04 13:52:00"",""customer_id"":""C0150"",""product_id"":""P999"",""quantity"":4,""unit_price"":450.41,""discount_pct"":15,""payment_method"":""PromptPay"",""sales_channel"":""Marketplace"",""updated_at"":""2026-04-06 23:59:00"",""source_batch"":2}",2026-08-18T08:47:26.799532+00:00
143,O000445,2,superseded_duplicate,"{""order_id"":""O000445"",""order_datetime"":""2026-03-24 01:46:00"",""customer_id"":""C0015"",""product_id"":""P039"",""quantity"":-2,""unit_price"":688.83,""discount_pct"":0,""payment_method"":""PromptPay"",""sales_channel"":""Store"",""updated_at"":""2026-03-26 23:59:00"",""source_batch"":2}",2026-08-18T08:47:26.799532+00:00
144,O000480,2,superseded_duplicate,"{""order_id"":""O000480"",""order_datetime"":""2026-02-18 11:01:00"",""customer_id"":""C0050"",""product_id"":""P044"",""quantity"":2,""unit_price"":766,""discount_pct"":0,""payment_method"":""Credit Card"",""sales_channel"":""Marketplace"",""updated_at"":""2026-02-20 23:59:00"",""source_batch"":2}",2026-08-18T08:47:26.799532+00:00
145,O001157,3,invalid_quantity,"{""order_id"":""O001157"",""order_datetime"":""2026-06-17 10:55:00"",""customer_id"":""C0133"",""product_id"":""P041"",""quantity"":-2,""unit_price"":1291.92,""discount_pct"":5,""payment_method"":""Credit Card"",""sales_channel"":""Store"",""updated_at"":""2026-06-20 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
146,O000970,3,invalid_order_datetime,"{""order_id"":""O000970"",""order_datetime"":""31\/02\/2026 10:00"",""customer_id"":""C0040"",""product_id"":""P040"",""quantity"":2,""unit_price"":1472.44,""discount_pct"":0,""payment_method"":""Cash"",""sales_channel"":""Online"",""updated_at"":""2026-06-20 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
147,O001201,3,inactive_product,"{""order_id"":""O001201"",""order_datetime"":""2026-06-17 20:54:00"",""customer_id"":""C0103"",""product_id"":""P034"",""quantity"":3,""unit_price"":530.09,""discount_pct"":0,""payment_method"":""PromptPay"",""sales_channel"":""Store"",""updated_at"":""2026-06-20 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
148,O000973,3,invalid_unit_price,"{""order_id"":""O000973"",""order_datetime"":""2026-06-16 00:22:00"",""customer_id"":""C0055"",""product_id"":""P043"",""quantity"":2,""unit_price"":null,""discount_pct"":10,""payment_method"":""Bank Transfer"",""sales_channel"":""Marketplace"",""updated_at"":""2026-06-19 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
149,O000904,3,invalid_quantity,"{""order_id"":""O000904"",""order_datetime"":""2026-06-16 06:47:00"",""customer_id"":""C0152"",""product_id"":""P033"",""quantity"":""three"",""unit_price"":654.4,""discount_pct"":0,""payment_method"":""Bank Transfer"",""sales_channel"":""Marketplace"",""updated_at"":""2026-06-19 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
150,O001048,3,invalid_order_datetime,"{""order_id"":""O001048"",""order_datetime"":""not-a-date"",""customer_id"":""C0023"",""product_id"":""P037"",""quantity"":2,""unit_price"":185.91,""discount_pct"":0,""payment_method"":""Cash"",""sales_channel"":""Store"",""updated_at"":""2026-06-18 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
151,O001247,3,inactive_product,"{""order_id"":""O001247"",""order_datetime"":""2026-06-14 17:08:00"",""customer_id"":""C0061"",""product_id"":""P034"",""quantity"":4,""unit_price"":530.09,""discount_pct"":0,""payment_method"":""Credit Card"",""sales_channel"":""Store"",""updated_at"":""2026-06-17 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
152,O001079,3,missing_customer_id,"{""order_id"":""O001079"",""order_datetime"":""2026-06-12 04:11:00"",""customer_id"":null,""product_id"":""P044"",""quantity"":2,""unit_price"":766,""discount_pct"":0,""payment_method"":""Bank Transfer"",""sales_channel"":""Marketplace"",""updated_at"":""2026-06-15 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
153,O000909,3,invalid_discount_pct,"{""order_id"":""O000909"",""order_datetime"":""2026-06-10 21:37:00"",""customer_id"":""C0058"",""product_id"":""P009"",""quantity"":1,""unit_price"":192.56,""discount_pct"":120,""payment_method"":""PromptPay"",""sales_channel"":""Marketplace"",""updated_at"":""2026-06-13 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
154,O001112,3,invalid_unit_price,"{""order_id"":""O001112"",""order_datetime"":""2026-06-10 12:16:00"",""customer_id"":""C0096"",""product_id"":""P030"",""quantity"":3,""unit_price"":null,""discount_pct"":0,""payment_method"":""Bank Transfer"",""sales_channel"":""Marketplace"",""updated_at"":""2026-06-13 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
155,O001162,3,missing_customer_id,"{""order_id"":""O001162"",""order_datetime"":""2026-06-07 09:16:00"",""customer_id"":null,""product_id"":""P027"",""quantity"":6,""unit_price"":817.79,""discount_pct"":15,""payment_method"":""Cash"",""sales_channel"":""Store"",""updated_at"":""2026-06-10 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
156,O000873,3,invalid_order_datetime,"{""order_id"":""O000873"",""order_datetime"":""31\/02\/2026 10:00"",""customer_id"":""C0109"",""product_id"":""P001"",""quantity"":6,""unit_price"":29.67,""discount_pct"":5,""payment_method"":""PromptPay"",""sales_channel"":""Marketplace"",""updated_at"":""2026-06-09 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
157,O001016,3,inactive_product,"{""order_id"":""O001016"",""order_datetime"":""2026-06-05 03:57:00"",""customer_id"":""C0105"",""product_id"":""P017"",""quantity"":5,""unit_price"":""THB 1281.37"",""discount_pct"":10,""payment_method"":""Bank Transfer"",""sales_channel"":""Store"",""updated_at"":""2026-06-08 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
158,O001052,3,inactive_product,"{""order_id"":""O001052"",""order_datetime"":""2026-06-05 13:08:00"",""customer_id"":""C0120"",""product_id"":""P017"",""quantity"":4,""unit_price"":1281.37,""discount_pct"":10,""payment_method"":""PromptPay"",""sales_channel"":""Store"",""updated_at"":""2026-06-08 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
159,O000976,3,inactive_product,"{""order_id"":""O000976"",""order_datetime"":""2026-06-05 00:50:00"",""customer_id"":""C0036"",""product_id"":""P034"",""quantity"":4,""unit_price"":530.09,""discount_pct"":0,""payment_method"":""Credit Card"",""sales_channel"":""Marketplace"",""updated_at"":""2026-06-08 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
160,O001017,3,invalid_quantity,"{""order_id"":""O001017"",""order_datetime"":""2026-05-31 23:42:00"",""customer_id"":""C0010"",""product_id"":""P009"",""quantity"":""three"",""unit_price"":192.56,""discount_pct"":0,""payment_method"":""Bank Transfer"",""sales_channel"":""Marketplace"",""updated_at"":""2026-06-03 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
161,O001251,3,invalid_unit_price,"{""order_id"":""O001251"",""order_datetime"":""2026-05-28 02:21:00"",""customer_id"":""C0059"",""product_id"":""P025"",""quantity"":1,""unit_price"":null,""discount_pct"":0,""payment_method"":""Bank Transfer"",""sales_channel"":""Store"",""updated_at"":""2026-05-31 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
162,O000890,3,invalid_quantity,"{""order_id"":""O000890"",""order_datetime"":""2026-05-28 01:59:00"",""customer_id"":""C0061"",""product_id"":""P015"",""quantity"":-2,""unit_price"":320.33,""discount_pct"":15,""payment_method"":""Bank Transfer"",""sales_channel"":""Store"",""updated_at"":""2026-05-31 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
163,O000913,3,missing_customer_id,"{""order_id"":""O000913"",""order_datetime"":""2026-05-26 00:19:00"",""customer_id"":null,""product_id"":""P023"",""quantity"":5,""unit_price"":784.71,""discount_pct"":5,""payment_method"":""Bank Transfer"",""sales_channel"":""Marketplace"",""updated_at"":""2026-05-29 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
164,O000844,3,inactive_product,"{""order_id"":""O000844"",""order_datetime"":""2026-05-22 02:07:00"",""customer_id"":""C0098"",""product_id"":""P034"",""quantity"":4,""unit_price"":530.09,""discount_pct"":0,""payment_method"":""Credit Card"",""sales_channel"":""Marketplace"",""updated_at"":""2026-05-25 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
165,O001212,3,invalid_discount_pct,"{""order_id"":""O001212"",""order_datetime"":""2026-05-20 16:45:00"",""customer_id"":""C0154"",""product_id"":""P004"",""quantity"":5,""unit_price"":1451.77,""discount_pct"":120,""payment_method"":""Bank Transfer"",""sales_channel"":""Marketplace"",""updated_at"":""2026-05-23 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
166,O000963,3,product_not_found,"{""order_id"":""O000963"",""order_datetime"":""2026-05-20 19:21:00"",""customer_id"":""C0069"",""product_id"":""P999"",""quantity"":1,""unit_price"":549.89,""discount_pct"":0,""payment_method"":""Cash"",""sales_channel"":""Online"",""updated_at"":""2026-05-23 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
167,O000856,3,product_not_found,"{""order_id"":""O000856"",""order_datetime"":""2026-05-15 06:36:00"",""customer_id"":""C0089"",""product_id"":""P999"",""quantity"":6,""unit_price"":915.53,""discount_pct"":0,""payment_method"":""Bank Transfer"",""sales_channel"":""Marketplace"",""updated_at"":""2026-05-18 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
168,O001070,3,product_not_found,"{""order_id"":""O001070"",""order_datetime"":""2026-05-13 06:50:00"",""customer_id"":""C0023"",""product_id"":""P999"",""quantity"":2,""unit_price"":840.27,""discount_pct"":15,""payment_method"":""Cash"",""sales_channel"":""Store"",""updated_at"":""2026-05-16 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
169,O000855,3,inactive_product,"{""order_id"":""O000855"",""order_datetime"":""2026-05-11 15:48:00"",""customer_id"":""C0105"",""product_id"":""P017"",""quantity"":6,""unit_price"":1281.37,""discount_pct"":5,""payment_method"":""Bank Transfer"",""sales_channel"":""Online"",""updated_at"":""2026-05-14 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
170,O000917,3,invalid_order_datetime,"{""order_id"":""O000917"",""order_datetime"":""not-a-date"",""customer_id"":""C0032"",""product_id"":""P022"",""quantity"":3,""unit_price"":840.27,""discount_pct"":0,""payment_method"":""Credit Card"",""sales_channel"":""Store"",""updated_at"":""2026-05-10 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
171,O001246,3,invalid_quantity,"{""order_id"":""O001246"",""order_datetime"":""2026-05-07 12:27:00"",""customer_id"":""C0014"",""product_id"":""P024"",""quantity"":-2,""unit_price"":241.87,""discount_pct"":0,""payment_method"":""Bank Transfer"",""sales_channel"":""Store"",""updated_at"":""2026-05-10 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
172,O001164,3,invalid_order_datetime,"{""order_id"":""O001164"",""order_datetime"":""31\/02\/2026 10:00"",""customer_id"":""C0107"",""product_id"":""P008"",""quantity"":4,""unit_price"":292.37,""discount_pct"":15,""payment_method"":""Bank Transfer"",""sales_channel"":""Store"",""updated_at"":""2026-05-09 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
173,O000996,3,missing_customer_id,"{""order_id"":""O000996"",""order_datetime"":""2026-05-04 19:07:00"",""customer_id"":null,""product_id"":""P035"",""quantity"":4,""unit_price"":997.99,""discount_pct"":0,""payment_method"":""Cash"",""sales_channel"":""Online"",""updated_at"":""2026-05-07 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
174,O001179,3,invalid_order_datetime,"{""order_id"":""O001179"",""order_datetime"":""not-a-date"",""customer_id"":""C0171"",""product_id"":""P031"",""quantity"":1,""unit_price"":599.9,""discount_pct"":15,""payment_method"":""Credit Card"",""sales_channel"":""Store"",""updated_at"":""2026-05-07 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
175,O001192,3,customer_not_found,"{""order_id"":""O001192"",""order_datetime"":""2026-05-02 18:39:00"",""customer_id"":""C9999"",""product_id"":""P045"",""quantity"":2,""unit_price"":1459.08,""discount_pct"":10,""payment_method"":""PromptPay"",""sales_channel"":""Store"",""updated_at"":""2026-05-05 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
176,O001234,3,inactive_product,"{""order_id"":""O001234"",""order_datetime"":""2026-05-02 13:34:00"",""customer_id"":""C0051"",""product_id"":""P034"",""quantity"":3,""unit_price"":530.09,""discount_pct"":0,""payment_method"":""Cash"",""sales_channel"":""Store"",""updated_at"":""2026-05-05 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
177,O001130,3,invalid_quantity,"{""order_id"":""O001130"",""order_datetime"":""2026-05-02 06:41:00"",""customer_id"":""C0089"",""product_id"":""P001"",""quantity"":""three"",""unit_price"":29.67,""discount_pct"":0,""payment_method"":""Credit Card"",""sales_channel"":""Store"",""updated_at"":""2026-05-05 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
178,O000894,3,customer_not_found,"{""order_id"":""O000894"",""order_datetime"":""2026-04-28 09:49:00"",""customer_id"":""C9999"",""product_id"":""P022"",""quantity"":5,""unit_price"":840.27,""discount_pct"":10,""payment_method"":""Bank Transfer"",""sales_channel"":""Online"",""updated_at"":""2026-05-01 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
179,O001067,3,invalid_order_datetime,"{""order_id"":""O001067"",""order_datetime"":""31\/02\/2026 10:00"",""customer_id"":""C0080"",""product_id"":""P042"",""quantity"":6,""unit_price"":733.19,""discount_pct"":15,""payment_method"":""Credit Card"",""sales_channel"":""Marketplace"",""updated_at"":""2026-04-28 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
180,O001184,3,inactive_product,"{""order_id"":""O001184"",""order_datetime"":""2026-04-24 17:45:00"",""customer_id"":""C0080"",""product_id"":""P017"",""quantity"":3,""unit_price"":1281.37,""discount_pct"":10,""payment_method"":""PromptPay"",""sales_channel"":""Marketplace"",""updated_at"":""2026-04-27 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
181,O001167,3,inactive_product,"{""order_id"":""O001167"",""order_datetime"":""2026-04-22 02:27:00"",""customer_id"":""C0176"",""product_id"":""P034"",""quantity"":5,""unit_price"":530.09,""discount_pct"":15,""payment_method"":""Bank Transfer"",""sales_channel"":""Marketplace"",""updated_at"":""2026-04-25 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
182,O001051,3,inactive_product,"{""order_id"":""O001051"",""order_datetime"":""2026-04-21 19:00:00"",""customer_id"":""C0097"",""product_id"":""P034"",""quantity"":4,""unit_price"":530.09,""discount_pct"":10,""payment_method"":""PromptPay"",""sales_channel"":""Store"",""updated_at"":""2026-04-24 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
183,O001172,3,inactive_product,"{""order_id"":""O001172"",""order_datetime"":""2026-04-20 07:06:00"",""customer_id"":""C0157"",""product_id"":""P034"",""quantity"":5,""unit_price"":530.09,""discount_pct"":15,""payment_method"":""Bank Transfer"",""sales_channel"":""Marketplace"",""updated_at"":""2026-04-23 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
184,O001068,3,invalid_quantity,"{""order_id"":""O001068"",""order_datetime"":""2026-04-20 01:42:00"",""customer_id"":""C0145"",""product_id"":""P042"",""quantity"":-2,""unit_price"":733.19,""discount_pct"":15,""payment_method"":""Bank Transfer"",""sales_channel"":""Online"",""updated_at"":""2026-04-23 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
185,O001245,3,missing_customer_id,"{""order_id"":""O001245"",""order_datetime"":""2026-04-17 23:42:00"",""customer_id"":null,""product_id"":""P023"",""quantity"":3,""unit_price"":784.71,""discount_pct"":10,""payment_method"":""Bank Transfer"",""sales_channel"":""Online"",""updated_at"":""2026-04-20 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
186,O001010,3,invalid_discount_pct,"{""order_id"":""O001010"",""order_datetime"":""2026-04-17 03:46:00"",""customer_id"":""C0102"",""product_id"":""P020"",""quantity"":2,""unit_price"":62.79,""discount_pct"":120,""payment_method"":""PromptPay"",""sales_channel"":""Marketplace"",""updated_at"":""2026-04-20 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
187,O000979,3,invalid_quantity,"{""order_id"":""O000979"",""order_datetime"":""2026-04-16 01:32:00"",""customer_id"":""C0049"",""product_id"":""P047"",""quantity"":-2,""unit_price"":613.02,""discount_pct"":0,""payment_method"":""Cash"",""sales_channel"":""Store"",""updated_at"":""2026-04-19 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
188,O001059,3,inactive_product,"{""order_id"":""O001059"",""order_datetime"":""2026-04-10 12:32:00"",""customer_id"":""C0028"",""product_id"":""P034"",""quantity"":1,""unit_price"":530.09,""discount_pct"":10,""payment_method"":""PromptPay"",""sales_channel"":""Online"",""updated_at"":""2026-04-13 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
189,O001129,3,inactive_product,"{""order_id"":""O001129"",""order_datetime"":""2026-04-09 09:58:00"",""customer_id"":""C0141"",""product_id"":""P017"",""quantity"":1,""unit_price"":1281.37,""discount_pct"":5,""payment_method"":""Bank Transfer"",""sales_channel"":""Store"",""updated_at"":""2026-04-12 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
190,O001111,3,invalid_discount_pct,"{""order_id"":""O001111"",""order_datetime"":""2026-04-08 03:19:00"",""customer_id"":""C0137"",""product_id"":""P040"",""quantity"":3,""unit_price"":1472.44,""discount_pct"":120,""payment_method"":""PromptPay"",""sales_channel"":""Online"",""updated_at"":""2026-04-11 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
191,O001242,3,inactive_product,"{""order_id"":""O001242"",""order_datetime"":""2026-04-07 18:17:00"",""customer_id"":""C0020"",""product_id"":""P034"",""quantity"":1,""unit_price"":530.09,""discount_pct"":0,""payment_method"":""Bank Transfer"",""sales_channel"":""Marketplace"",""updated_at"":""2026-04-10 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
192,O001043,3,customer_not_found,"{""order_id"":""O001043"",""order_datetime"":""2026-04-07 15:03:00"",""customer_id"":""C9999"",""product_id"":""P029"",""quantity"":5,""unit_price"":450.41,""discount_pct"":0,""payment_method"":""Bank Transfer"",""sales_channel"":""Store"",""updated_at"":""2026-04-10 23:59:00"",""source_batch"":3}",2026-08-18T08:47:27.118509+00:00
